DOID:5585	ferguson-smith tumor|ferguson-smith tumors|ferguson-smith tumour|multiple self healing epithelioma of ferguson-smith
DOID:12002	sarcoma of the trachea|sarcoma of trachea|trachea sarcoma|trachea sarcomas|tracheal sarcoma|tracheal sarcomas
DOID:7269	cribriform variant testicular seminoma|cribriform variant testicular seminomas
DOID:713	hairy cell leukaemia variant|hairy cell leukemia variant|hcl-v|prolymphocytic variant of hairy cell leukemia
DOID:8130	breast columnar cell mucinous carcinoma|breast columnar cell mucinous carcinomas
DOID:219	-- colon cancer|-- colon cancers|ca colon|cancer colonic|cancer colons|cancer of colon|cancer of the colon|colon ca|colon cancer|colon cancers|colonic cancer|colonic cancers|malignant colon neoplasm|malignant colon neoplasms|malignant colon tumor|malignant colon tumors|malignant colon tumour|malignant colonic neoplasm|malignant colonic neoplasms|malignant colonic tumor|malignant colonic tumors|malignant colonic tumour|malignant neo colon nos|malignant neoplasm of colon|malignant neoplasm of the colon|malignant tumor of colon|malignant tumor of the colon|malignant tumour of colon|malignant tumour of the colon|of cancer colon|of the colon cancer|of the colon cancers
DOID:3449	cancer of penis|cancer of the penis|carcinoma of penis|carcinoma of the penis|carcinoma penis|penile cancer|penile cancers|penile carcinoma|penile carcinomas|penis carcinoma|penis carcinomas
DOID:3030	adenocarcinoma mucin secreting|adenocarcinoma mucinous|adenocarcinoma mucous|carcinoma mucin secreting|colloid adenocarcinoma|colloid adenocarcinomas|colloid carcinoma|colloid carcinomas|gelatinous adenocarcinoma|gelatinous adenocarcinomas|gelatinous carcinoma|gelatinous carcinomas|mucin-producing adenocarcinoma|mucin-producing adenocarcinomas|mucin-producing carcinoma|mucin-producing carcinomas|mucinous adenocarcinoma|mucinous adenocarcinomas|mucinous carcinoma|mucinous carcinomas|mucoid adenocarcinoma|mucoid adenocarcinomas|mucoid carcinoma|mucoid carcinomas|mucous adenocarcinoma|mucous adenocarcinomas|mucous carcinoma|mucous carcinomas
DOID:7169	lung occult large cell carcinoma|lung occult large cell carcinomas|occult large cell carcinoma of lung|occult large cell carcinoma of the lung|occult large cell lung carcinoma|occult large cell lung carcinomas
DOID:2426	gangliocytoma|gangliocytomas|ganglioneurofibroma|ganglioneurofibromas|ganglioneuroma|ganglioneuroma (schwannian stroma-dominant)|ganglioneuroma [disease/finding]|ganglioneuromas
DOID:7132	bladder small cell neuroendocrine carcinoma|bladder small cell neuroendocrine carcinomas|small cell neuroendocrine carcinoma of the urinary bladder|small cell neuroendocrine carcinoma of urinary bladder|urinary bladder small cell neuroendocrine carcinoma|urinary bladder small cell neuroendocrine carcinomas
DOID:2430	glomus neoplasm of skin|glomus neoplasm of the skin|glomus skin neoplasm|glomus skin neoplasms|glomus skin tumor|glomus skin tumors|glomus skin tumour|glomus tumor of skin|glomus tumor of the skin|glomus tumour of skin|glomus tumour of the skin|skin glomus neoplasm|skin glomus neoplasms|skin glomus tumor|skin glomus tumors|skin glomus tumour
DOID:8389	lumbar plexus neoplasm|lumbar plexus neoplasms|lumbar plexus tumor|lumbar plexus tumors|lumbar plexus tumour|neoplasm of lumbar plexus|neoplasm of the lumbar plexus|tumor of lumbar plexus|tumor of the lumbar plexus|tumour of lumbar plexus|tumour of the lumbar plexus
DOID:4465	chromophil carcinoma of kidney|chromophil carcinoma of the kidney|chromophil renal cell carcinoma|chromophil renal cell carcinomas|papillary (chromophil) renal cell carcinoma|papillary (chromophil) renal cell carcinomas|papillary renal cell carcinoma|papillary renal cell carcinomas|sporadic papillary renal cell carcinoma|sporadic papillary renal cell carcinomas
DOID:0050865	carcinoma epidermoid|epidermoid carcinoma|epidermoid carcinomas|epidermoid cell cancer|epidermoid cell cancers|malignant epidermoid cell neoplasm|malignant epidermoid cell neoplasms|malignant epidermoid cell tumor|malignant epidermoid cell tumors|malignant epidermoid cell tumour|malignant squamous cell neoplasm|malignant squamous cell neoplasms|malignant squamous cell tumor|malignant squamous cell tumors|malignant squamous cell tumour|planocellular carcinoma|planocellular carcinomas|squamous carcinoma|squamous carcinomas|squamous cell cancer|squamous cell cancers|squamous cell carcinoma|squamous cell carcinomas|squamous cell epithelioma|squamous cell epitheliomas|tongue squamous cell carcinoma|tongue squamous cell carcinomas
DOID:4467	adenocarcinoma of kidney|carcinoma cell clear kidney|clear cell adenocarcinoma of kidney|clear cell adenocarcinoma of the kidney|clear cell carcinoma of kidney|clear cell carcinoma of the kidney|clear cell renal carcinoma|clear cell renal carcinomas|clear cell renal cell carcinoma|clear cell renal cell carcinomas|conventional (clear cell) renal cell adenocarcinoma|conventional (clear cell) renal cell adenocarcinomas|conventional (clear cell) renal cell carcinoma|conventional (clear cell) renal cell carcinomas|conventional renal cell carcinoma|conventional renal cell carcinomas|grawitz tumor|grawitz tumors|grawitz tumour|hypernephroid carcinoma|hypernephroid carcinomas|hypernephroma|hypernephromas|kidney clear cell adenocarcinoma|kidney clear cell adenocarcinomas|kidney clear cell carcinoma|kidney clear cell carcinomas|nonpapillary renal cell carcinoma|nonpapillary renal cell carcinomas|renal clear cell adenocarcinoma|renal clear cell adenocarcinomas|renal clear cell carcinoma|renal clear cell carcinomas
DOID:7133	gallbladder oat cell carcinoma|gallbladder oat cell carcinomas|gallbladder small cell carcinoma|gallbladder small cell carcinomas|gallbladder small cell nec|gallbladder small cell neuroendocrine carcinoma|gallbladder small cell neuroendocrine carcinomas|oat cell carcinoma of gallbladder|oat cell carcinoma of the gallbladder|small cell carcinoma of gallbladder|small cell carcinoma of the gallbladder
DOID:6788	botryoid-type embryonal rhabdomyosarcoma of the vagina|sarcoma botryoides of the vagina|vagina botryoid rhabdomyosarcoma|vagina botryoid rhabdomyosarcomas
DOID:3869	childhood cerebellar pnet|childhood cerebellar primitive neuroectodermal tumor|childhood cerebellar primitive neuroectodermal tumors|childhood cerebellar primitive neuroectodermal tumour|childhood infratentorial pnet|childhood infratentorial primitive neuroectodermal tumor|childhood infratentorial primitive neuroectodermal tumors|childhood infratentorial primitive neuroectodermal tumour|childhood medulloblastoma|childhood medulloblastomas|pediatric cerebellar pnet|pediatric cerebellar primitive neuroectodermal tumor|pediatric cerebellar primitive neuroectodermal tumors|pediatric cerebellar primitive neuroectodermal tumour|pediatric infratentorial pnet|pediatric infratentorial primitive neuroectodermal tumor|pediatric infratentorial primitive neuroectodermal tumors|pediatric infratentorial primitive neuroectodermal tumour|pediatric medulloblastoma|pediatric medulloblastomas
DOID:5874	germ cell neoplasm of retroperitoneum|germ cell neoplasm of the retroperitoneum|germ cell tumor of retroperitoneum|germ cell tumor of the retroperitoneum|germ cell tumour of retroperitoneum|germ cell tumour of the retroperitoneum|retroperitoneal germ cell neoplasm|retroperitoneal germ cell neoplasms|retroperitoneal germ cell tumor|retroperitoneal germ cell tumors|retroperitoneal germ cell tumour
DOID:4468	adenocarcinoma cell clear|adenocarcinoma clear cell|carcinoma cell clear|carcinoma clear cell|carcinomas cell clear|clear cell adenocarcinoma|clear cell adenocarcinomas|clear cell carcinoma|clear cell carcinomas|malignant glandular clear cell|malignant mesonephroma|malignant mesonephromas|mesonephric adenocarcinoma|mesonephric adenocarcinomas|mesonephroid clear cell adenocarcinoma|mesonephroid clear cell adenocarcinomas|mesonephroid clear cell carcinoma|mesonephroid clear cell carcinomas|mesonephroma|mesonephroma [disease/finding]|mesonephromas|water-clear cell adenocarcinoma|water-clear cell adenocarcinomas
DOID:3675	childhood kidney neoplasm|childhood kidney neoplasms|childhood kidney tumor|childhood kidney tumors|childhood kidney tumour|childhood renal neoplasm|childhood renal neoplasms|childhood renal tumor|childhood renal tumors|childhood renal tumour|pediatric kidney neoplasm|pediatric kidney neoplasms|pediatric kidney tumor|pediatric kidney tumors|pediatric kidney tumour|pediatric renal neoplasm|pediatric renal neoplasms|pediatric renal tumor|pediatric renal tumors|pediatric renal tumour
DOID:7221	gallbladder papillary carcinoma|gallbladder papillary carcinomas|gallbladder papillary neoplasm with an associated invasive carcinoma|gallbladder papillary neoplasm with an associated invasive carcinomas|intracystic papillary neoplasm with an associated invasive carcinoma|intracystic papillary neoplasm with an associated invasive carcinomas|papillary carcinoma of gallbladder|papillary carcinoma of the gallbladder
DOID:6339	vulvar eccrine adenocarcinoma|vulvar eccrine adenocarcinomas
DOID:6594	bladder colonic type adenocarcinoma|bladder colonic type adenocarcinomas|bladder enteric type adenocarcinoma|bladder enteric type adenocarcinomas
DOID:6827	pancreatic solid pseudopapillary carcinoma|pancreatic solid pseudopapillary carcinomas|solid pseudopapillary carcinoma of pancreas|solid pseudopapillary carcinoma of the pancreas
DOID:3864	adult brain medulloblastoma|adult brain medulloblastomas|adult medulloblastoma|adult medulloblastomas|adults medulloblastoma|adults medulloblastomas
DOID:2992	neuroendocrine neoplasm of prostate|neuroendocrine neoplasm of the prostate|prostate neuroendocrine neoplasm|prostate neuroendocrine neoplasms
DOID:7134	esophageal oat cell carcinoma|esophageal oat cell carcinomas|esophageal small cell carcinoma|esophageal small cell carcinomas|esophageal small cell nec|esophageal small cell neuroendocrine carcinoma|esophageal small cell neuroendocrine carcinomas|esophagus oat cell carcinoma|esophagus oat cell carcinomas|esophagus small cell carcinoma|esophagus small cell carcinomas|oat cell carcinoma of esophagus|oat cell carcinoma of the esophagus|small cell carcinoma of esophagus|small cell carcinoma of the esophagus
DOID:8660	mal neo postcricoid|malignant neoplasm of postcricoid area|malignant neoplasm of postcricoid region|malignant neoplasm of postcricoid region of hypopharynx|malignant neoplasm of the postcricoid area|malignant postcricoid neoplasm|malignant postcricoid neoplasms|malignant postcricoid tumor|malignant postcricoid tumors|malignant postcricoid tumour|malignant tumor of postcricoid area|malignant tumor of the postcricoid area|malignant tumour of postcricoid area|malignant tumour of the postcricoid area|postcricoid region cancer|postcricoid region cancers
DOID:3166	leukaemoid reaction|leukemoid reaction|leukemoid reaction [disease/finding]|leukemoid reactions|reaction leukemoid
DOID:7585	epidermoid carcinoma of subglottis|epidermoid carcinoma of the subglottis|squamous cell carcinoma of subglottis|squamous cell carcinoma of the subglottis|subglottic epidermoid carcinoma|subglottic epidermoid carcinomas|subglottic squamous cell carcinoma|subglottic squamous cell carcinomas|subglottis epidermoid carcinoma|subglottis epidermoid carcinomas|subglottis squamous cell carcinoma|subglottis squamous cell carcinomas
DOID:10540	gastric lymphoma|gastric lymphomas|lymphoma gastric|lymphoma of stomach|lymphoma of the stomach|lymphoma stomach|primary gastric lymphoma|primary gastric lymphomas|stomach lymphoma|stomach lymphomas
DOID:13996	intestine lymphoma small|lymphoma of small bowel|lymphoma of small intestine|lymphoma of the small bowel|lymphoma of the small intestine|lymphoma small intestine|primary small intestinal lymphoma|primary small intestinal lymphomas|small bowel lymphoma|small bowel lymphomas|small intestinal lymphoma|small intestinal lymphomas|small intestine lymphoma|small intestine lymphomas
DOID:4055	ectomesenchymoma|ectomesenchymomas|malignant ectomesenchymoma|malignant ectomesenchymomas|sarcoma with ganglionic or neuroectodermal differentiation
DOID:9513	cells leukemia plasma|leukemia plasmacytic|plasma cell leukaemia|plasma cell leukemia|plasma cell leukemias|plasmacytic leukemia|plasmacytic leukemias
DOID:8259	bulbomembranous urethral cancer|bulbomembranous urethral cancers|bulbomembranous urethral malignant neoplasm|bulbomembranous urethral malignant neoplasms
DOID:8195	hepatoid pattern testicular yolk sac tumor|hepatoid pattern testicular yolk sac tumors|hepatoid pattern testicular yolk sac tumour
DOID:3704	fallopian tube mucinous adenocarcinoma|fallopian tube mucinous adenocarcinomas
DOID:0060108	brain glioma|brain gliomas
DOID:6228	peritoneal serous papillary adenocarcinoma|peritoneal serous papillary adenocarcinomas|primary peritoneal serous papillary adenocarcinoma|primary peritoneal serous papillary adenocarcinomas|primary peritoneal serous papillary carcinoma|primary peritoneal serous papillary carcinomas|primary serous papillary carcinoma of peritoneum
DOID:5284	retroperitoneal leiomyosarcoma|retroperitoneal leiomyosarcomas
DOID:1650	female breast axillary tail cancer|female breast axillary tail cancers|mal neo breast-axillary|malignant neoplasm of axillary tail of female breast
DOID:6988	conventional epithelioid sarcoma|conventional epithelioid sarcomas|distal-type epithelioid sarcoma|distal-type epithelioid sarcomas|peripheral epithelioid sarcoma|peripheral epithelioid sarcomas
DOID:4653	intraocular retinoblastoma|intraocular retinoblastomas
DOID:14152	sarcoma of spinal cord|sarcoma of the spinal cord|spinal cord sarcoma|spinal cord sarcomas
DOID:2668	mesenchymoma|mesenchymoma [disease/finding]|mesenchymomas
